Title,Model,Epoch,st,train_cross_entropy,valid_cross_entropy,valid_accuracy
TRAIN_PROGRESS,00000,12,100,0.3038445530335108,0.3419248938560486,0.8813
TRAIN_PROGRESS,00000,13,50,0.29657170094855845,0.3417120587825775,0.8807
TRAIN_PROGRESS,00000,13,100,0.2974863078196843,0.33867653250694274,0.8831
TRAIN_PROGRESS,00000,14,50,0.29189133586047533,0.3388192510604858,0.882
TRAIN_PROGRESS,00000,14,100,0.29176402191321055,0.336134113073349,0.8838
TRAIN_PROGRESS,00000,15,50,0.2860760268839923,0.3362617301940918,0.8829
TRAIN_PROGRESS,00000,15,100,0.286336616675059,0.33477888226509095,0.8838
TRAIN_PROGRESS,00000,16,50,0.27875246679129667,0.3339399468898773,0.8838
TRAIN_PROGRESS,00000,16,100,0.2811419238646825,0.3329843330383301,0.8851
TRAIN_PROGRESS,00000,17,50,0.27572442823416227,0.33179118275642394,0.885
TRAIN_PROGRESS,00000,17,100,0.27623543600241346,0.33257760643959045,0.8845
TRAIN_PROGRESS,00000,18,50,0.27113770006538984,0.3306644535064697,0.8847
TRAIN_PROGRESS,00000,18,100,0.27172852436701456,0.3314225161075592,0.8851
TRAIN_PROGRESS,00000,19,50,0.26364833933033355,0.3290033423900604,0.8861
TRAIN_PROGRESS,00000,19,100,0.2672285230954488,0.33050504207611087,0.8857
TRAIN_PROGRESS,00000,20,50,0.26196577951505584,0.32757049083709716,0.8863
TRAIN_PROGRESS,00000,20,100,0.2629078668355942,0.33006280303001406,0.8852
TRAIN_PROGRESS,00000,21,50,0.2577229312488011,0.32643508672714233,0.8855
TRAIN_PROGRESS,00000,21,100,0.2588641275962194,0.3298141515254974,0.8852
TRAIN_PROGRESS,00000,22,50,0.2503319484730289,0.32582007884979247,0.8851
TRAIN_PROGRESS,00000,22,100,0.25507173538208006,0.32967000603675845,0.8847
TRAIN_PROGRESS,00000,23,50,0.24985815758828994,0.32498942494392397,0.8862
TRAIN_PROGRESS,00000,23,100,0.2511524279912313,0.33013230085372924,0.8847
TRAIN_PROGRESS,00000,24,50,0.24637627272636858,0.3247748839855194,0.8864
TRAIN_PROGRESS,00000,24,100,0.24763110180695852,0.3296385037899017,0.8852
TRAIN_PROGRESS,00000,25,50,0.23897449202733498,0.3239649188518524,0.8865
TRAIN_PROGRESS,00000,25,100,0.2440811332066854,0.33089590787887574,0.884
TRAIN_PROGRESS,00000,26,50,0.23953395559416188,0.32403319478034975,0.887
TRAIN_PROGRESS,00000,26,100,0.2406727296113968,0.33161128163337705,0.885
TRAIN_PROGRESS,00000,27,50,0.2362429615739104,0.32439969301223753,0.8872
TRAIN_PROGRESS,00000,27,100,0.2376305059591929,0.333012033700943,0.8847
TRAIN_PROGRESS,00000,28,50,0.2282086916982311,0.32445229291915895,0.8879
TRAIN_PROGRESS,00000,28,100,0.23435392200946809,0.3344558119773865,0.8839
TRAIN_PROGRESS,00000,29,50,0.23079691866001525,0.3252173411846161,0.888
TRAIN_PROGRESS,00000,29,100,0.23148816128571828,0.33557520031929017,0.8845
TRAIN_PROGRESS,00000,30,50,0.22784610595796015,0.32556244373321536,0.8887
TRAIN_PROGRESS,00000,30,100,0.22851012428601583,0.33613020420074463,0.8846
TRAIN_PROGRESS,00000,31,50,0.21952030450513918,0.32628926515579226,0.8888
TRAIN_PROGRESS,00000,31,100,0.22569861620664597,0.33813456892967225,0.8842
TRAIN_PROGRESS,00000,32,50,0.22265636466153257,0.32734044790267947,0.8888
TRAIN_PROGRESS,00000,32,100,0.22297217865784963,0.3404489731788635,0.8845
TRAIN_PROGRESS,00000,33,50,0.22054046721427473,0.3281517219543457,0.89
TRAIN_PROGRESS,00000,33,100,0.2204891816775004,0.34310066819190976,0.8842
TRAIN_PROGRESS,00000,34,50,0.21230507192954626,0.329596084356308,0.8891
TRAIN_PROGRESS,00000,34,100,0.2181286867459615,0.34599961757659914,0.8833
TRAIN_PROGRESS,00000,35,50,0.21668023180651974,0.3319004452228546,0.8889
TRAIN_PROGRESS,00000,35,100,0.21583014339208603,0.3498172950744629,0.883
TRAIN_PROGRESS,00000,36,50,0.21531807728014984,0.3339891445636749,0.8901
TRAIN_PROGRESS,00000,36,100,0.21361510713895163,0.35267131924629214,0.8831
TRAIN_PROGRESS,00000,37,50,0.2062054990905605,0.33667025089263913,0.8895
TRAIN_PROGRESS,00000,37,100,0.2118889675537745,0.3573467707633972,0.8816
TRAIN_PROGRESS,00000,38,50,0.21250350550784694,0.34018604636192323,0.8891
TRAIN_PROGRESS,00000,38,100,0.21018503805001576,0.35933943510055544,0.8836
TRAIN_PROGRESS,00000,39,50,0.2105148353359916,0.3439981007575989,0.8894
TRAIN_PROGRESS,00000,39,100,0.20886918673912683,0.363121999502182,0.8824
TRAIN_PROGRESS,00001,0,50,1.2353976824704338,0.6929932284355164,0.7748
TRAIN_PROGRESS,00001,0,100,0.6307615498701732,0.5487660384178161,0.8128
TRAIN_PROGRESS,00001,1,50,0.5147758571358471,0.4934761309623718,0.8331
TRAIN_PROGRESS,00001,1,100,0.47018521626790366,0.4594062840938568,0.8438
TRAIN_PROGRESS,00001,2,50,0.4375352445360902,0.44214937925338743,0.8465
TRAIN_PROGRESS,00001,2,100,0.4196058785915375,0.4208320391178131,0.857
TRAIN_PROGRESS,00001,3,50,0.4010269425132058,0.4157391846179962,0.8576
TRAIN_PROGRESS,00001,3,100,0.3907481642564138,0.39761781334877017,0.8634
TRAIN_PROGRESS,00001,4,50,0.3755260803928114,0.39947792649269104,0.8627
TRAIN_PROGRESS,00001,4,100,0.37047153592109683,0.38381303191184996,0.8672
TRAIN_PROGRESS,00001,5,50,0.35977007971181496,0.3845116138458252,0.8675
TRAIN_PROGRESS,00001,5,100,0.3540164581934611,0.3739294123649597,0.8715
TRAIN_PROGRESS,00001,6,50,0.3458220362663269,0.37261109352111815,0.8716
TRAIN_PROGRESS,00001,6,100,0.3404152762889862,0.3654706537723541,0.8736
TRAIN_PROGRESS,00001,7,50,0.3304948863917834,0.3628315412998199,0.8749
TRAIN_PROGRESS,00001,7,100,0.3286566257476807,0.35839648127555845,0.876
TRAIN_PROGRESS,00001,8,50,0.32250752270995797,0.35627815008163455,0.877
TRAIN_PROGRESS,00001,8,100,0.3189868895212809,0.3540609991550446,0.8782
TRAIN_PROGRESS,00001,9,50,0.31335042958909815,0.3504403650760651,0.8781
TRAIN_PROGRESS,00001,9,100,0.3100810072819392,0.3488472831249237,0.8791
TRAIN_PROGRESS,00001,10,50,0.30078445048364877,0.345283100605011,0.8795
TRAIN_PROGRESS,00001,10,100,0.3015710457166036,0.3467732095718384,0.8808
TRAIN_PROGRESS,00001,11,50,0.2969594108206885,0.3407220220565796,0.8801
TRAIN_PROGRESS,00001,11,100,0.29400516013304395,0.3448759388923645,0.8801
TRAIN_PROGRESS,00001,12,50,0.2898804810527083,0.338511745929718,0.8802
TRAIN_PROGRESS,00001,12,100,0.2874987618128459,0.34370200395584105,0.8809
TRAIN_PROGRESS,00001,13,50,0.27859822262639866,0.3363987588882446,0.8809
TRAIN_PROGRESS,00001,13,100,0.2813966594139735,0.3423061203956604,0.8818
TRAIN_PROGRESS,00001,14,50,0.2772656191479076,0.33452300310134886,0.8817
TRAIN_PROGRESS,00001,14,100,0.2756435078382492,0.34141912817955017,0.8819
TRAIN_PROGRESS,00001,15,50,0.2715819789604707,0.3335521125793457,0.8825
TRAIN_PROGRESS,00001,15,100,0.2704172130425771,0.34041391253471376,0.8825
TRAIN_PROGRESS,00001,16,50,0.2609968032330683,0.3325177538394928,0.8827
TRAIN_PROGRESS,00001,16,100,0.2653670279184977,0.33996480345726016,0.8839
TRAIN_PROGRESS,00001,17,50,0.26116764835723033,0.33201427102088926,0.8829
TRAIN_PROGRESS,00001,17,100,0.2605314169327418,0.3391074466705322,0.8853
TRAIN_PROGRESS,00001,18,50,0.25638495888802915,0.3301752185821533,0.8842
TRAIN_PROGRESS,00001,18,100,0.25548386255900063,0.3394585990905762,0.8842
TRAIN_PROGRESS,00001,19,50,0.2471539519012791,0.329903746843338,0.8849
TRAIN_PROGRESS,00001,19,100,0.25094833433628083,0.33876484870910645,0.8862
TRAIN_PROGRESS,00001,20,50,0.2476907620182285,0.32870275020599365,0.8858
TRAIN_PROGRESS,00001,20,100,0.24619675676027933,0.3394991743564606,0.8862
TRAIN_PROGRESS,00001,21,50,0.24389444272239486,0.3284903883934021,0.8861
TRAIN_PROGRESS,00001,21,100,0.24186784903208414,0.34020797967910765,0.8862
TRAIN_PROGRESS,00001,22,50,0.23473600492085497,0.3288485813140869,0.8867
TRAIN_PROGRESS,00001,22,100,0.23787643432617187,0.3404603624343872,0.8875
TRAIN_PROGRESS,00001,23,50,0.23626750630217713,0.3292153525352478,0.887
TRAIN_PROGRESS,00001,23,100,0.2338622530301412,0.34267816185951233,0.8867
TRAIN_PROGRESS,00001,24,50,0.23308823306065102,0.32994406938552856,0.8879
TRAIN_PROGRESS,00001,24,100,0.23020955006281535,0.3446839928627014,0.8871
TRAIN_PROGRESS,00001,25,50,0.22197065798387136,0.3314733636379242,0.8882
TRAIN_PROGRESS,00001,25,100,0.22663518051306406,0.34940438985824585,0.8865
TRAIN_PROGRESS,00001,26,50,0.22737069969827478,0.3329836118221283,0.887
TRAIN_PROGRESS,00001,26,100,0.22349278489748636,0.3541294014453888,0.887
TRAIN_PROGRESS,00001,27,50,0.22575209473634694,0.3339008867740631,0.8886
TRAIN_PROGRESS,00001,27,100,0.22009819447994233,0.35685258626937866,0.8863
TRAIN_PROGRESS,00001,28,50,0.21294104318096213,0.33658042788505554,0.8886
TRAIN_PROGRESS,00001,28,100,0.21724275569121043,0.3619833219051361,0.8855
TRAIN_PROGRESS,00001,29,50,0.2203770618547093,0.3399952960014343,0.8871
TRAIN_PROGRESS,00001,29,100,0.21472411970297495,0.3672313618659973,0.8844
TRAIN_PROGRESS,00001,30,50,0.21840573411870312,0.3439378750324249,0.8865
TRAIN_PROGRESS,00001,30,100,0.21234094987312951,0.374257355928421,0.8824
TRAIN_PROGRESS,00001,31,50,0.2055243982435906,0.34743287920951843,0.8862
TRAIN_PROGRESS,00001,31,100,0.2100174194574356,0.38072184562683103,0.8814
TRAIN_PROGRESS,00001,32,50,0.21617629369357963,0.35176530838012693,0.8864
TRAIN_PROGRESS,00001,32,100,0.20825071374575296,0.3884470736980438,0.8813
TRAIN_PROGRESS,00001,33,50,0.21546289711803585,0.35597267627716067,0.8861
TRAIN_PROGRESS,00001,33,100,0.20645491272211075,0.3941196465492249,0.8812
TRAIN_PROGRESS,00001,34,50,0.20363247792606484,0.3602805304527283,0.8864
TRAIN_PROGRESS,00001,34,100,0.2052223057548205,0.4023610007762909,0.8806
TRAIN_PROGRESS,00001,35,50,0.21417362407430426,0.36295354723930356,0.8862
TRAIN_PROGRESS,00001,35,100,0.20322301079829533,0.412707622051239,0.88
TRAIN_PROGRESS,00001,36,50,0.21476585176083948,0.36538302302360537,0.888
TRAIN_PROGRESS,00001,36,100,0.20135175357262294,0.41765106439590455,0.8808
TRAIN_PROGRESS,00001,37,50,0.2049980447308658,0.3692573630809784,0.8871
TRAIN_PROGRESS,00001,37,100,0.2001054248213768,0.42111347675323485,0.8801
TRAIN_PROGRESS,00001,38,50,0.21358139851650634,0.3730685043334961,0.8877
TRAIN_PROGRESS,00001,38,100,0.19839931696653365,0.42606428265571594,0.8789
TRAIN_PROGRESS,00001,39,50,0.21451577147493114,0.3758851158618927,0.8876
TRAIN_PROGRESS,00001,39,100,0.19812231083710988,0.44195528626441954,0.8765
TRAIN_PROGRESS,00010,0,50,2.1603207892062617,1.9806000328063964,0.4845
TRAIN_PROGRESS,00010,0,100,1.8791816520690918,1.6697404766082764,0.6129
TRAIN_PROGRESS,00010,1,50,1.5732555884819526,1.3852378797531129,0.6626
TRAIN_PROGRESS,00010,1,100,1.3133937549591064,1.1724253034591674,0.6887
TRAIN_PROGRESS,00010,2,50,1.1126904263124837,1.0089291524887085,0.7191
TRAIN_PROGRESS,00010,2,100,0.971907160282135,0.904011161327362,0.7481
TRAIN_PROGRESS,00010,3,50,0.8703934705102598,0.8225901651382447,0.764
TRAIN_PROGRESS,00010,3,100,0.8012674975395203,0.7681401824951172,0.7748
TRAIN_PROGRESS,00010,4,50,0.7416706379145792,0.7212232565879821,0.7807
TRAIN_PROGRESS,00010,4,100,0.7058661953608195,0.6890065503120423,0.7917
TRAIN_PROGRESS,00010,5,50,0.6700361332336029,0.6583834838867187,0.7946
TRAIN_PROGRESS,00010,5,100,0.6451744119326274,0.6367747473716736,0.8043
TRAIN_PROGRESS,00010,6,50,0.6199450245151272,0.6153247356414795,0.806
TRAIN_PROGRESS,00010,6,100,0.602811955610911,0.5997609877586365,0.8106
TRAIN_PROGRESS,00010,7,50,0.5820325474216513,0.5838267946243286,0.8143
TRAIN_PROGRESS,00010,7,100,0.5715459616978963,0.5721286177635193,0.8173
TRAIN_PROGRESS,00010,8,50,0.5567932523690261,0.5597555899620056,0.8206
TRAIN_PROGRESS,00010,8,100,0.5473310271898906,0.5504620969295502,0.8221
TRAIN_PROGRESS,00010,9,50,0.5352372225228842,0.5405236935615539,0.8257
TRAIN_PROGRESS,00010,9,100,0.5277859163284302,0.5329610252380371,0.8255
TRAIN_PROGRESS,00010,10,50,0.5164385960526663,0.5248522329330444,0.8291
TRAIN_PROGRESS,00010,10,100,0.5116992159684499,0.5185245513916016,0.8295
TRAIN_PROGRESS,00010,11,50,0.5030108775411334,0.5116507053375244,0.8318
TRAIN_PROGRESS,00010,11,100,0.4980590478579203,0.5061949479579926,0.8323
TRAIN_PROGRESS,00010,12,50,0.49048138167951016,0.5004250383377076,0.8341
TRAIN_PROGRESS,00010,12,100,0.4864064013957977,0.49570157408714294,0.835
TRAIN_PROGRESS,00010,13,50,0.47895575835280224,0.49068066000938415,0.8363
TRAIN_PROGRESS,00010,13,100,0.4762581419944763,0.4864759421348572,0.8374
TRAIN_PROGRESS,00010,14,50,0.4702067305515339,0.4820233404636383,0.8394
TRAIN_PROGRESS,00010,14,100,0.467060333887736,0.47824364304542544,0.8396
TRAIN_PROGRESS,00010,15,50,0.46159859524144753,0.4743202769756317,0.84
TRAIN_PROGRESS,00010,15,100,0.4589516611893972,0.47094218015670775,0.8409
TRAIN_PROGRESS,00010,16,50,0.453533846221558,0.4675070142745972,0.8424
TRAIN_PROGRESS,00010,16,100,0.4517346509297689,0.4643619704246521,0.8433
TRAIN_PROGRESS,00010,17,50,0.44716315880998386,0.461254255771637,0.8447
TRAIN_PROGRESS,00010,17,100,0.445148933728536,0.45841915607452394,0.8463
TRAIN_PROGRESS,00010,18,50,0.44095948415917235,0.4555984663963318,0.8463
TRAIN_PROGRESS,00010,18,100,0.4391587642828623,0.45302542686462405,0.8483
TRAIN_PROGRESS,00010,19,50,0.4350584810727263,0.4504800808429718,0.8477
TRAIN_PROGRESS,00010,19,100,0.43367460171381633,0.4480958807468414,0.8491
TRAIN_PROGRESS,00010,20,50,0.4300709649339899,0.4457547080516815,0.8494
TRAIN_PROGRESS,00010,20,100,0.42858492612838744,0.4435038101673126,0.8504
TRAIN_PROGRESS,00010,21,50,0.4252235966843444,0.44131912231445314,0.8514
TRAIN_PROGRESS,00010,21,100,0.42382320523262024,0.4392413341999054,0.8505
TRAIN_PROGRESS,00010,22,50,0.42068244333136573,0.437225946187973,0.8531
TRAIN_PROGRESS,00010,22,100,0.41937897841135663,0.4353083622455597,0.8523
TRAIN_PROGRESS,00010,23,50,0.41646823287010193,0.4333791995048523,0.8548
TRAIN_PROGRESS,00010,23,100,0.41518561164538065,0.43156526565551756,0.8535
TRAIN_PROGRESS,00010,24,50,0.41245563154096726,0.429754821062088,0.8552
TRAIN_PROGRESS,00010,24,100,0.4112232335408529,0.4280393123626709,0.8545
TRAIN_PROGRESS,00010,25,50,0.4088321613938841,0.4262862682342529,0.8557
TRAIN_PROGRESS,00010,25,100,0.40747276941935223,0.4247209084033966,0.8556
TRAIN_PROGRESS,00010,26,50,0.4050685991714527,0.4230906689167023,0.8572
TRAIN_PROGRESS,00010,26,100,0.40395423769950867,0.42167712688446046,0.8571
TRAIN_PROGRESS,00010,27,50,0.4016801954863907,0.42006813764572143,0.8584
TRAIN_PROGRESS,00010,27,100,0.4006095703442891,0.41867899894714355,0.8576
TRAIN_PROGRESS,00010,28,50,0.3987173801415587,0.41718376040458677,0.8597
TRAIN_PROGRESS,00010,28,100,0.3974195218086243,0.4158638083934784,0.8584
TRAIN_PROGRESS,00010,29,50,0.39529743829330843,0.4144169843196869,0.8607
TRAIN_PROGRESS,00010,29,100,0.39434781511624656,0.4131607711315155,0.8592
TRAIN_PROGRESS,00010,30,50,0.39228967025682526,0.4118131649494171,0.8608
TRAIN_PROGRESS,00010,30,100,0.3914336387316386,0.4106491994857788,0.8595
TRAIN_PROGRESS,00010,31,50,0.38984502627425,0.40935983061790465,0.8616
TRAIN_PROGRESS,00010,31,100,0.3886451236406962,0.4082436549663544,0.8602
TRAIN_PROGRESS,00010,32,50,0.38672855341589296,0.40699921011924745,0.8623
TRAIN_PROGRESS,00010,32,100,0.3859671092033386,0.4059588658809662,0.8605
TRAIN_PROGRESS,00010,33,50,0.384110074151646,0.40474886775016783,0.8625
TRAIN_PROGRESS,00010,33,100,0.383383518854777,0.403793226480484,0.8617
TRAIN_PROGRESS,00010,34,50,0.3820797486664498,0.4026109230518341,0.8627
TRAIN_PROGRESS,00010,34,100,0.3809111408392588,0.40170655012130735,0.8626
TRAIN_PROGRESS,00010,35,50,0.37918707728385925,0.4005230140686035,0.8628
TRAIN_PROGRESS,00010,35,100,0.3785228657722473,0.3996297323703766,0.863
TRAIN_PROGRESS,00010,36,50,0.37681295887216343,0.3985255002975464,0.8633
TRAIN_PROGRESS,00010,36,100,0.3762018160025279,0.3976416516304016,0.8637
TRAIN_PROGRESS,00010,37,50,0.3750608212327304,0.3965798044204712,0.8638
TRAIN_PROGRESS,00010,37,100,0.3739532415072123,0.39580920457839963,0.864
TRAIN_PROGRESS,00010,38,50,0.3722870241511952,0.3947529804706573,0.8646
TRAIN_PROGRESS,00010,38,100,0.37179725567499794,0.3940043342113495,0.8646
TRAIN_PROGRESS,00010,39,50,0.37014135331302495,0.3929961097240448,0.8653
TRAIN_PROGRESS,00010,39,100,0.36970306833585104,0.39225080847740174,0.8653
TRAIN_PROGRESS,00011,0,50,2.1906223437365364,2.0474808025360107,0.483
TRAIN_PROGRESS,00011,0,100,1.9578386036554973,1.7649838399887086,0.6381
TRAIN_PROGRESS,00011,1,50,1.6591856293864065,1.452669744491577,0.6759
TRAIN_PROGRESS,00011,1,100,1.363774716059367,1.1937927579879761,0.7245
TRAIN_PROGRESS,00011,2,50,1.11712640214276,0.994158821105957,0.7447
TRAIN_PROGRESS,00011,2,100,0.9470004645983378,0.8703048968315125,0.7704
TRAIN_PROGRESS,00011,3,50,0.8298832580640718,0.7819312977790832,0.7818
TRAIN_PROGRESS,00011,3,100,0.7554684313138326,0.7232966542243957,0.7939
TRAIN_PROGRESS,00011,4,50,0.692932075833621,0.6786788558959961,0.8018
TRAIN_PROGRESS,00011,4,100,0.6587844944000244,0.6447818517684937,0.8064
TRAIN_PROGRESS,00011,5,50,0.6234631855766495,0.6186356639862061,0.8108
TRAIN_PROGRESS,00011,5,100,0.6012314860026041,0.595884017944336,0.8127
TRAIN_PROGRESS,00011,6,50,0.576780954738716,0.578712899684906,0.8186
TRAIN_PROGRESS,00011,6,100,0.562218135992686,0.561913390159607,0.8186
TRAIN_PROGRESS,00011,7,50,0.5415555189733636,0.5496977663040161,0.8229
TRAIN_PROGRESS,00011,7,100,0.5334594885508219,0.5367323637008667,0.8256
TRAIN_PROGRESS,00011,8,50,0.5191520266718679,0.5276448035240173,0.8282
TRAIN_PROGRESS,00011,8,100,0.5115652056535085,0.5175755333900451,0.8289
TRAIN_PROGRESS,00011,9,50,0.500186920940102,0.5103876268863679,0.8319
TRAIN_PROGRESS,00011,9,100,0.49419394969940184,0.5021292757987976,0.8325
TRAIN_PROGRESS,00011,10,50,0.48343417579180575,0.49612420320510864,0.8353
TRAIN_PROGRESS,00011,10,100,0.4799091903368632,0.48943700671195983,0.8355
TRAIN_PROGRESS,00011,11,50,0.4722125061920711,0.484438019990921,0.838
TRAIN_PROGRESS,00011,11,100,0.46802550196647646,0.47890095591545107,0.8379
TRAIN_PROGRESS,00011,12,50,0.46150151630500696,0.47445512652397154,0.8405
TRAIN_PROGRESS,00011,12,100,0.45786430676778156,0.4698898351192474,0.8404
TRAIN_PROGRESS,00011,13,50,0.45135263874106213,0.4659047472476959,0.8441
TRAIN_PROGRESS,00011,13,100,0.4490492220719655,0.4621053433418274,0.8426
TRAIN_PROGRESS,00011,14,50,0.44417698197550587,0.45850528836250304,0.8464
TRAIN_PROGRESS,00011,14,100,0.44129212299982706,0.4552502465248108,0.8458
TRAIN_PROGRESS,00011,15,50,0.43701929241031795,0.4519585108757019,0.8463
TRAIN_PROGRESS,00011,15,100,0.4343954320748647,0.4490607690811157,0.8467
TRAIN_PROGRESS,00011,16,50,0.4299948758458438,0.44605192184448245,0.848
TRAIN_PROGRESS,00011,16,100,0.428124440908432,0.44361172676086424,0.848
TRAIN_PROGRESS,00011,17,50,0.42472595982737354,0.4406691908836365,0.8491
TRAIN_PROGRESS,00011,17,100,0.4224089276790619,0.4385801720619202,0.8498
TRAIN_PROGRESS,00011,18,50,0.4193503636044341,0.4357942974567413,0.8516
TRAIN_PROGRESS,00011,18,100,0.4171752027670542,0.43397204399108885,0.8513
TRAIN_PROGRESS,00011,19,50,0.4140379351295837,0.4313081967830658,0.8529
TRAIN_PROGRESS,00011,19,100,0.41236407995224,0.4297205746173859,0.8532
TRAIN_PROGRESS,00011,20,50,0.4098646640777588,0.4271703600883484,0.8538
TRAIN_PROGRESS,00011,20,100,0.40790623863538106,0.4258099436759949,0.8552
TRAIN_PROGRESS,00011,21,50,0.4056247848194915,0.42337496280670167,0.8549
TRAIN_PROGRESS,00011,21,100,0.4037433576583862,0.42213103771209715,0.8558
TRAIN_PROGRESS,00011,22,50,0.4014387996229407,0.41973876833915713,0.8568
TRAIN_PROGRESS,00011,22,100,0.39978864312171936,0.4187240445613861,0.8566
TRAIN_PROGRESS,00011,23,50,0.3978766589969784,0.416420396566391,0.858
TRAIN_PROGRESS,00011,23,100,0.3960927498340607,0.41553268671035765,0.8574
TRAIN_PROGRESS,00011,24,50,0.39431134292057585,0.4132541680335999,0.8588
TRAIN_PROGRESS,00011,24,100,0.39256118575731913,0.412454434633255,0.8586
TRAIN_PROGRESS,00011,25,50,0.39086593626296684,0.4103048324584961,0.86
TRAIN_PROGRESS,00011,25,100,0.38921770970026653,0.4095796024799347,0.8594
TRAIN_PROGRESS,00011,26,50,0.3876478269502714,0.40746470212936403,0.8609
TRAIN_PROGRESS,00011,26,100,0.3860031767686208,0.40687170505523684,0.8605
TRAIN_PROGRESS,00011,27,50,0.38455772167676455,0.40478307962417603,0.8613
TRAIN_PROGRESS,00011,27,100,0.38292696595191955,0.4042841589450836,0.8613
TRAIN_PROGRESS,00011,28,50,0.3816764611903935,0.40222360372543337,0.8624
TRAIN_PROGRESS,00011,28,100,0.3799891018867493,0.4018551850318909,0.8623
TRAIN_PROGRESS,00011,29,50,0.3787178834537407,0.39977351188659666,0.8634
TRAIN_PROGRESS,00011,29,100,0.37714529474576314,0.39952103972435,0.8632
TRAIN_PROGRESS,00011,30,50,0.37596118721095,0.39743173360824585,0.8638
TRAIN_PROGRESS,00011,30,100,0.37440344055493674,0.3972596538066864,0.864
TRAIN_PROGRESS,00011,31,50,0.3734921702783402,0.395262713432312,0.8645
TRAIN_PROGRESS,00011,31,100,0.3717976140975952,0.39515946388244627,0.8643
TRAIN_PROGRESS,00011,32,50,0.3707391778370003,0.3931637167930603,0.8653
TRAIN_PROGRESS,00011,32,100,0.3692884604136149,0.3931517231464386,0.8654
TRAIN_PROGRESS,00011,33,50,0.3682709173722701,0.39115461230278015,0.8664
TRAIN_PROGRESS,00011,33,100,0.36686429460843406,0.39124160885810855,0.8659
TRAIN_PROGRESS,00011,34,50,0.36617047696897426,0.3892412054538727,0.867
TRAIN_PROGRESS,00011,34,100,0.36452713012695315,0.3893647384643555,0.8672
TRAIN_PROGRESS,00011,35,50,0.36358178242460476,0.38744107604026795,0.8672
TRAIN_PROGRESS,00011,35,100,0.36228349367777507,0.3875700926780701,0.868
TRAIN_PROGRESS,00011,36,50,0.3613459971043971,0.38567895770072935,0.8675
TRAIN_PROGRESS,00011,36,100,0.36010697682698567,0.38588282108306887,0.8684
TRAIN_PROGRESS,00011,37,50,0.3595077395439148,0.38400442004203794,0.8681
TRAIN_PROGRESS,00011,37,100,0.35799663186073305,0.3842351174354553,0.8688
TRAIN_PROGRESS,00011,38,50,0.3571024235192831,0.3823473918437958,0.868
TRAIN_PROGRESS,00011,38,100,0.35592943827311196,0.3826810419559479,0.8689
TRAIN_PROGRESS,00011,39,50,0.3550735665606214,0.3808305382728577,0.8687
TRAIN_PROGRESS,00011,39,100,0.3539461954434713,0.3811708462238312,0.8693
TRAIN_PROGRESS,00100,0,50,1.3260825054318297,0.8097814536094665,0.7683
TRAIN_PROGRESS,00100,0,100,0.7405002546310425,0.6461452436447144,0.8151
TRAIN_PROGRESS,00100,1,50,0.6118995725334465,0.5838746762275696,0.8298
TRAIN_PROGRESS,00100,1,100,0.5628609875837962,0.5561847758293151,0.8371
TRAIN_PROGRESS,00100,2,50,0.530518758219558,0.5282687079906464,0.8469
